disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Idiopathic Hepatic Failure 444,Idiopathic Hepatic Failure 444 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Hepatic Failure 445,Primary Hepatic Failure 445 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Hepatic Failure 446,Secondary Hepatic Failure 446 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Hepatic Failure 447,Progressive Hepatic Failure 447 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Hepatic Failure 448,Congenital Hepatic Failure 448 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Hepatic Failure 449,Inflammatory Hepatic Failure 449 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Hepatic Failure 450,Metabolic Hepatic Failure 450 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Endocrine Failure 451,Acute Endocrine Failure 451 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Endocrine Failure 452,Chronic Endocrine Failure 452 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Endocrine Failure 453,Autoimmune Endocrine Failure 453 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Endocrine Failure 454,Idiopathic Endocrine Failure 454 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Endocrine Failure 455,Primary Endocrine Failure 455 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Endocrine Failure 456,Secondary Endocrine Failure 456 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Endocrine Failure 457,Progressive Endocrine Failure 457 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,2,2
Congenital Endocrine Failure 458,Congenital Endocrine Failure 458 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,1,1
Inflammatory Endocrine Failure 459,Inflammatory Endocrine Failure 459 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,0,0
Metabolic Endocrine Failure 460,Metabolic Endocrine Failure 460 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,2,3
Acute Gastro Failure 461,Acute Gastro Failure 461 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,1,2
Chronic Gastro Failure 462,Chronic Gastro Failure 462 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,0,1
Autoimmune Gastro Failure 463,Autoimmune Gastro Failure 463 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,2,0
Idiopathic Gastro Failure 464,Idiopathic Gastro Failure 464 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,1,3
Primary Gastro Failure 465,Primary Gastro Failure 465 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,0,2
Secondary Gastro Failure 466,Secondary Gastro Failure 466 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,2,1
Progressive Gastro Failure 467,Progressive Gastro Failure 467 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,1,0
Congenital Gastro Failure 468,Congenital Gastro Failure 468 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Gastro Failure 469,Inflammatory Gastro Failure 469 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Gastro Failure 470,Metabolic Gastro Failure 470 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Dermatologic Failure 471,Acute Dermatologic Failure 471 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
Chronic Dermatologic Failure 472,Chronic Dermatologic Failure 472 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,2,3
Autoimmune Dermatologic Failure 473,Autoimmune Dermatologic Failure 473 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,1,2
Idiopathic Dermatologic Failure 474,Idiopathic Dermatologic Failure 474 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,0,1
Primary Dermatologic Failure 475,Primary Dermatologic Failure 475 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,2,0
Secondary Dermatologic Failure 476,Secondary Dermatologic Failure 476 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,1,3
Progressive Dermatologic Failure 477,Progressive Dermatologic Failure 477 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,0,2
