disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Hypertension ,12,8,19,26,19,20,itching +  skin_rash,"Fungal infection, (vertigo) Paroymsal  Positional Vertigo, Hepatitis D",3,7
Migraine,0,19,23,3,9,25, vomiting +  abdominal_pain,"Alcoholic hepatitis, Cervical spondylosis, Dengue",2,7
Cervical spondylosis,1,43,34,13,22,20, shivering +  chills,"Allergy, GERD, Gastroenteritis",6,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, pus_filled_pimples +  blackheads,"Acne, Cervical spondylosis, Chronic cholestasis",1,7
Jaundice,33,42,21,46,13,31, muscle_weakness +  stiff_neck,"Arthritis, Bronchial Asthma, Varicose veins",5,7
Malaria,6,42,24,40,12,20, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Paralysis (brain hemorrhage), Allergy",7,7
Chicken pox,33,35,21,24,13,12,itching +  skin_rash,"Fungal infection, Cervical spondylosis, AIDS",1,7
Dengue,24,9,26,44,11,13, joint_pain +  neck_pain,"Osteoarthristis, Common Cold, Pneumonia",4,7
Typhoid,6,42,21,19,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Cervical spondylosis, Acne",2,7
Hepatitis B,33,15,28,49,5,17, vomiting +  sunken_eyes,"Gastroenteritis, Paralysis (brain hemorrhage)",1,7
Hepatitis C,11,47,33,25,36,9, skin_rash +  joint_pain,"Psoriasis, Dimorphic hemmorhoids(piles), Allergy",5,7
Hepatitis D,15,42,21,49,5,20, vomiting +  fatigue,"Hypoglycemia, Typhoid, Common Cold",1,7
Hepatitis E,15,42,21,19,37,5, breathlessness +  sweating,"Heart attack, Diabetes , Paralysis (brain hemorrhage)",9,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  vomiting,"Jaundice, Hepatitis B, Chronic cholestasis",0,7
Tuberculosis,6,42,21,46,4,13, skin_rash +  chills,"Dengue, Hypertension , Osteoarthristis",1,7
Common Cold,8,9,21,8,13,12, stomach_pain +  acidity,"GERD, Cervical spondylosis, Dimorphic hemmorhoids(piles)",5,7
Pneumonia,6,15,14,19,2,26, skin_rash +  pus_filled_pimples,"Acne, Dengue, GERD",6,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, skin_rash +  joint_pain,"Psoriasis, Hypertension , Common Cold",9,7
Heart attack,28,6,45,6,12,20, stomach_pain +  acidity,"GERD, Heart attack, Hepatitis C",9,7
Varicose veins,11,12,8,30,33,28, vomiting +  headache,"Paralysis (brain hemorrhage), Hyperthyroidism, Chicken pox",4,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Common Cold, Fungal infection",0,7
Hyperthyroidism,11,24,52,34,30,7, burning_micturition +  bladder_discomfort,"Urinary tract infection, Malaria, Typhoid",9,7
Hypoglycemia,28,15,2,40,12,20, cough +  high_fever,"Bronchial Asthma, (vertigo) Paroymsal  Positional Vertigo, Hepatitis B",4,7
Osteoarthristis,15,26,27,20,31,22, muscle_wasting +  patches_in_throat,"AIDS, Tuberculosis, Chronic cholestasis",4,7
Arthritis,18,36,46,28,25,20, vomiting +  sunken_eyes,"Gastroenteritis, Urinary tract infection",0,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, back_pain +  weakness_in_limbs,"Cervical spondylosis, Drug Reaction, Peptic ulcer diseae",4,7
Acne,24,31,3,35,12,20, stomach_pain +  acidity,"GERD, Dengue, Malaria",6,7
Urinary tract infection,4,4,22,7,12,20, vomiting +  breathlessness,"Heart attack, Hypothyroidism, Allergy",5,7
Psoriasis,24,20,42,36,27,15, fatigue +  cramps,"Varicose veins, Diabetes , (vertigo) Paroymsal  Positional Vertigo",4,7
Impetigo,24,18,4,33,35,20, stomach_pain +  ulcers_on_tongue,"GERD, Hepatitis E, Chicken pox",5,7
Fungal infection,33,35,35,11,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), AIDS, Hepatitis C",0,7
Allergy,8,33,11,45,12,20,itching +  yellowish_skin,"Chronic cholestasis, Paralysis (brain hemorrhage)",0,7
GERD,26,1,48,44,4,3,itching +  skin_rash,"Drug Reaction, Paralysis (brain hemorrhage), Varicose veins",1,7
Chronic cholestasis,33,42,53,29,21,0,itching +  vomiting,"Chronic cholestasis, Hepatitis B, Gastroenteritis",4,7
Drug Reaction,33,35,44,5,28,20, fatigue +  weight_gain,"Hypothyroidism, hepatitis A, Tuberculosis",4,7
Peptic ulcer diseae,28,19,29,0,26,16, chills +  vomiting,"Malaria, Alcoholic hepatitis",6,7
AIDS,17,30,24,15,12,20, headache +  chest_pain,"Hypertension , Alcoholic hepatitis, Hepatitis D",5,7
Diabetes ,11,46,39,24,17,1, skin_rash +  pus_filled_pimples,"Acne, Tuberculosis, Dengue",4,7
Gastroenteritis,28,38,16,10,12,20,itching +  skin_rash,"Fungal infection, Arthritis, Hypertension ",5,7
Bronchial Asthma,11,11,24,4,10,19, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis C, Fungal infection",6,7
Hypertension ,12,8,19,26,19,20, fatigue +  weight_loss,"Diabetes , Dengue, (vertigo) Paroymsal  Positional Vertigo",4,7
Migraine,0,19,23,3,9,25, joint_pain +  neck_pain,"Osteoarthristis, Drug Reaction, Varicose veins",8,7
Cervical spondylosis,1,43,34,13,22,20, joint_pain +  vomiting,"Hepatitis E, Chronic cholestasis, Hypertension ",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Hepatitis E, Allergy",1,7
Jaundice,33,42,21,46,13,31, fatigue +  cough,"Bronchial Asthma, Acne, (vertigo) Paroymsal  Positional Vertigo",1,7
Malaria,6,42,24,40,12,20, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Alcoholic hepatitis, Dimorphic hemmorhoids(piles)",8,7
Chicken pox,33,35,21,24,13,12, back_pain +  weakness_in_limbs,"Cervical spondylosis, Malaria, Heart attack",9,7
Dengue,24,9,26,44,11,13, skin_rash +  high_fever,"Impetigo, Bronchial Asthma, Chicken pox",4,7
Typhoid,6,42,21,19,12,20, bladder_discomfort +  foul_smell_of urine,"Urinary tract infection, Gastroenteritis, Paralysis (brain hemorrhage)",6,7
hepatitis A,15,42,53,9,24,17, burning_micturition +  bladder_discomfort,"Urinary tract infection, Arthritis, Varicose veins",1,7
Hepatitis B,33,15,28,49,5,17, joint_pain +  vomiting,"Hepatitis D, Pneumonia, Diabetes ",6,7
Hepatitis C,11,47,33,25,36,9, fatigue +  cramps,"Varicose veins, Alcoholic hepatitis, Acne",6,7
Hepatitis D,15,42,21,49,5,20,itching +  fatigue,"Hepatitis B, Tuberculosis, Osteoarthristis",6,7
Hepatitis E,15,42,21,19,37,5, headache +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Chronic cholestasis, Hepatitis C",7,7
Alcoholic hepatitis,28,47,0,42,7,14, back_pain +  weakness_in_limbs,"Cervical spondylosis, Peptic ulcer diseae, Hypoglycemia",0,7
Tuberculosis,6,42,21,46,4,13, vomiting +  headache,"Paralysis (brain hemorrhage), Osteoarthristis, Hepatitis C",0,7
Common Cold,8,9,21,8,13,12, fatigue +  weight_gain,"Hypothyroidism, Osteoarthristis, Gastroenteritis",0,7
Pneumonia,6,15,14,19,2,26, skin_rash +  high_fever,"Impetigo, Pneumonia, Drug Reaction",4,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, muscle_wasting +  patches_in_throat,"AIDS, Pneumonia, Hepatitis E",7,7
Heart attack,28,6,45,6,12,20, continuous_sneezing +  shivering,"Allergy, Drug Reaction, Jaundice",7,7
Varicose veins,11,12,8,30,33,28, skin_rash +  high_fever,"Impetigo, Dimorphic hemmorhoids(piles), Drug Reaction",6,7
Hypothyroidism,11,45,12,27,20,8, back_pain +  weakness_in_limbs,"Cervical spondylosis, Pneumonia, Jaundice",7,7
Hyperthyroidism,11,24,52,34,30,7, fatigue +  weight_gain,"Hypothyroidism, Urinary tract infection, Osteoarthristis",5,7
Hypoglycemia,28,15,2,40,12,20, skin_rash +  chills,"Dengue, Drug Reaction, Chicken pox",0,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  indigestion,"Peptic ulcer diseae, Typhoid",3,7
Arthritis,18,36,46,28,25,20, cough +  high_fever,"Bronchial Asthma, Peptic ulcer diseae",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, joint_pain +  vomiting,"hepatitis A, Allergy, Bronchial Asthma",1,7
Acne,24,31,3,35,12,20, vomiting +  sunken_eyes,"Gastroenteritis, Allergy, Dimorphic hemmorhoids(piles)",6,7
Urinary tract infection,4,4,22,7,12,20,itching +  vomiting,"Chronic cholestasis, Tuberculosis, Common Cold",3,7
Psoriasis,24,20,42,36,27,15, vomiting +  headache,"Paralysis (brain hemorrhage), Urinary tract infection, Chronic cholestasis",0,7
Impetigo,24,18,4,33,35,20, muscle_wasting +  high_fever,"AIDS, Bronchial Asthma, GERD",2,7
Fungal infection,33,35,35,11,12,20, fatigue +  cramps,"Varicose veins, Peptic ulcer diseae, Arthritis",0,7
Allergy,8,33,11,45,12,20,itching +  fatigue,"Hepatitis B, Jaundice, Chicken pox",1,7
GERD,26,1,48,44,4,3, muscle_wasting +  patches_in_throat,"AIDS, Hypertension , Typhoid",1,7
Chronic cholestasis,33,42,53,29,21,0, joint_pain +  yellowish_skin,"hepatitis A, AIDS, Hepatitis C",4,7
Drug Reaction,33,35,44,5,28,20, headache +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Acne, Hepatitis D",2,7
Peptic ulcer diseae,28,19,29,0,26,16, burning_micturition +  bladder_discomfort,"Urinary tract infection, Fungal infection, Migraine",9,7
AIDS,17,30,24,15,12,20, back_pain +  neck_pain,"Cervical spondylosis, Urinary tract infection, Paralysis (brain hemorrhage)",7,7
Diabetes ,11,46,39,24,17,1, muscle_wasting +  patches_in_throat,"AIDS, Osteoarthristis, (vertigo) Paroymsal  Positional Vertigo",1,7
Gastroenteritis,28,38,16,10,12,20, joint_pain +  vomiting,"Hepatitis E, Paralysis (brain hemorrhage), Jaundice",4,7
Bronchial Asthma,11,11,24,4,10,19, stomach_pain +  acidity,"GERD, Jaundice, Hepatitis E",6,7
Hypertension ,12,8,19,26,19,20, skin_rash +  pus_filled_pimples,"Acne, Tuberculosis, Paralysis (brain hemorrhage)",7,7
Migraine,0,19,23,3,9,25, fatigue +  cough,"Bronchial Asthma, Hypertension , Hyperthyroidism",0,7
Cervical spondylosis,1,43,34,13,22,20, skin_rash +  blackheads,"Acne, hepatitis A, Typhoid",7,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, vomiting +  fatigue,"Hypoglycemia, Pneumonia, Diabetes ",4,7
Jaundice,33,42,21,46,13,31, joint_pain +  vomiting,"Hepatitis E, Varicose veins, Heart attack",1,7
Malaria,6,42,24,40,12,20, fatigue +  mood_swings,"Hyperthyroidism, (vertigo) Paroymsal  Positional Vertigo, Alcoholic hepatitis",9,7
Chicken pox,33,35,21,24,13,12, continuous_sneezing +  shivering,"Allergy, Hepatitis C, Diabetes ",9,7
Dengue,24,9,26,44,11,13, vomiting +  yellowish_skin,"Alcoholic hepatitis, Tuberculosis, Impetigo",6,7
Typhoid,6,42,21,19,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Migraine, Peptic ulcer diseae",1,7
hepatitis A,15,42,53,9,24,17, muscle_weakness +  stiff_neck,"Arthritis, Varicose veins, Allergy",8,7
Hepatitis B,33,15,28,49,5,17,itching +  vomiting,"Jaundice, Hyperthyroidism, GERD",6,7
Hepatitis C,11,47,33,25,36,9, vomiting +  fatigue,"Hypoglycemia, Varicose veins, Chicken pox",0,7
Hepatitis D,15,42,21,49,5,20, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis B, Alcoholic hepatitis",1,7
Hepatitis E,15,42,21,19,37,5, vomiting +  fatigue,"Hypoglycemia, Dimorphic hemmorhoids(piles), Hepatitis D",4,7
Alcoholic hepatitis,28,47,0,42,7,14, chills +  vomiting,"Typhoid, Dengue, (vertigo) Paroymsal  Positional Vertigo",5,7
Tuberculosis,6,42,21,46,4,13, headache +  chest_pain,"Hypertension , Hypoglycemia, Dengue",5,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Typhoid, Urinary tract infection, Drug Reaction",2,7
Pneumonia,6,15,14,19,2,26, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hepatitis B, Acne",7,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, back_pain +  neck_pain,"Cervical spondylosis, Hepatitis D, Peptic ulcer diseae",5,7
Heart attack,28,6,45,6,12,20, headache +  chest_pain,"Hypertension , AIDS, Osteoarthristis",7,7
Varicose veins,11,12,8,30,33,28, chills +  vomiting,"Tuberculosis, Fungal infection, Hepatitis B",6,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Hypothyroidism, Tuberculosis",1,7
Hyperthyroidism,11,24,52,34,30,7, joint_pain +  neck_pain,"Osteoarthristis, Jaundice, Bronchial Asthma",4,7
Hypoglycemia,28,15,2,40,12,20,itching +  skin_rash,"Fungal infection, hepatitis A, Arthritis",6,7
Osteoarthristis,15,26,27,20,31,22, continuous_sneezing +  fatigue,"Common Cold, Hepatitis E, Dimorphic hemmorhoids(piles)",0,7
Arthritis,18,36,46,28,25,20, fatigue +  weight_gain,"Hypothyroidism, Arthritis, Chronic cholestasis",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, muscle_weakness +  stiff_neck,"Arthritis, Hypoglycemia, Cervical spondylosis",6,7
Acne,24,31,3,35,12,20, headache +  dizziness,"Hypertension , Dimorphic hemmorhoids(piles), hepatitis A",1,7
Urinary tract infection,4,4,22,7,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Impetigo, Chronic cholestasis",6,7
Psoriasis,24,20,42,36,27,15, fatigue +  weight_loss,"Diabetes , Hyperthyroidism, Chronic cholestasis",0,7
Impetigo,24,18,4,33,35,20, joint_pain +  neck_pain,"Osteoarthristis, Impetigo, (vertigo) Paroymsal  Positional Vertigo",9,7
Fungal infection,33,35,35,11,12,20, fatigue +  cough,"Bronchial Asthma, Hepatitis C, hepatitis A",1,7
Allergy,8,33,11,45,12,20, fatigue +  cramps,"Varicose veins, Diabetes , (vertigo) Paroymsal  Positional Vertigo",1,7
GERD,26,1,48,44,4,3, skin_rash +  pus_filled_pimples,"Acne, Gastroenteritis, Typhoid",4,7
Chronic cholestasis,33,42,53,29,21,0, continuous_sneezing +  shivering,"Allergy, AIDS, Drug Reaction",0,7
Drug Reaction,33,35,44,5,28,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hepatitis E, Paralysis (brain hemorrhage)",4,7
Peptic ulcer diseae,28,19,29,0,26,16, chills +  fatigue,"Pneumonia, Hypothyroidism, Acne",5,7
AIDS,17,30,24,15,12,20, fatigue +  weight_loss,"Diabetes , Hypothyroidism, Psoriasis",6,7
Diabetes ,11,46,39,24,17,1, continuous_sneezing +  chills,"Common Cold, Malaria",8,7
Gastroenteritis,28,38,16,10,12,20, chills +  vomiting,"Typhoid, Migraine, Diabetes ",5,7
Bronchial Asthma,11,11,24,4,10,19, stomach_pain +  acidity,"GERD, Urinary tract infection, Hypothyroidism",1,7
Hypertension ,12,8,19,26,19,20, skin_rash +  chills,"Dengue, hepatitis A, Psoriasis",6,7
Migraine,0,19,23,3,9,25, vomiting +  indigestion,"Peptic ulcer diseae, Urinary tract infection, Alcoholic hepatitis",0,7
Cervical spondylosis,1,43,34,13,22,20, skin_rash +  pus_filled_pimples,"Acne, Hepatitis E, Dengue",1,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, skin_rash +  high_fever,"Impetigo, Common Cold, Hepatitis D",5,7
Jaundice,33,42,21,46,13,31, vomiting +  fatigue,"Hypoglycemia, Heart attack, Migraine",1,7
Malaria,6,42,24,40,12,20, vomiting +  fatigue,"Hypoglycemia, Typhoid, Chronic cholestasis",9,7
Chicken pox,33,35,21,24,13,12, skin_rash +  joint_pain,"Psoriasis, GERD, Hepatitis D",1,7
Dengue,24,9,26,44,11,13,itching +  skin_rash,"Chicken pox, Hypoglycemia, Hypertension ",4,7
Typhoid,6,42,21,19,12,20, fatigue +  mood_swings,"Hyperthyroidism, Allergy, Typhoid",8,7
hepatitis A,15,42,53,9,24,17, chills +  vomiting,"Typhoid, Gastroenteritis, Fungal infection",6,7
Hepatitis B,33,15,28,49,5,17, joint_pain +  neck_pain,"Osteoarthristis, Acne, Heart attack",8,7
Hepatitis C,11,47,33,25,36,9, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis E, Fungal infection",5,7
Hepatitis D,15,42,21,49,5,20, chills +  vomiting,"Typhoid, (vertigo) Paroymsal  Positional Vertigo, Hypertension ",6,7
Hepatitis E,15,42,21,19,37,5, vomiting +  yellowish_skin,"Alcoholic hepatitis, Fungal infection, (vertigo) Paroymsal  Positional Vertigo",4,7
Alcoholic hepatitis,28,47,0,42,7,14, continuous_sneezing +  chills,"Common Cold, Bronchial Asthma, Drug Reaction",7,7
Tuberculosis,6,42,21,46,4,13, vomiting +  headache,"Paralysis (brain hemorrhage), Acne, Typhoid",2,7
Common Cold,8,9,21,8,13,12, fatigue +  yellowish_skin,"Hepatitis C, Osteoarthristis, Migraine",0,7
Pneumonia,6,15,14,19,2,26, fatigue +  mood_swings,"Hyperthyroidism, Acne, Hepatitis B",7,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Cervical spondylosis, Migraine",0,7
Heart attack,28,6,45,6,12,20, vomiting +  fatigue,"Hypoglycemia, Hepatitis B, Arthritis",4,7
Varicose veins,11,12,8,30,33,28, skin_rash +  high_fever,"Impetigo, Jaundice, Varicose veins",9,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  headache,"Paralysis (brain hemorrhage), Drug Reaction, Chronic cholestasis",6,7
Hyperthyroidism,11,24,52,34,30,7, muscle_weakness +  stiff_neck,"Arthritis, Pneumonia, (vertigo) Paroymsal  Positional Vertigo",0,7
Hypoglycemia,28,15,2,40,12,20, fatigue +  mood_swings,"Hyperthyroidism, Malaria, Arthritis",2,7
Osteoarthristis,15,26,27,20,31,22, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hepatitis D, Impetigo",6,7
Arthritis,18,36,46,28,25,20,itching +  skin_rash,"Fungal infection, Osteoarthristis, Dimorphic hemmorhoids(piles)",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, stomach_pain +  acidity,"GERD, Hepatitis B, Hepatitis D",0,7
Acne,24,31,3,35,12,20, stomach_pain +  acidity,"GERD, AIDS, Tuberculosis",5,7
Urinary tract infection,4,4,22,7,12,20, skin_rash +  skin_peeling,"Psoriasis, Typhoid, Tuberculosis",4,7
Psoriasis,24,20,42,36,27,15, skin_rash +  high_fever,"Impetigo, Chicken pox, Typhoid",3,7
Impetigo,24,18,4,33,35,20, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Dimorphic hemmorhoids(piles), Hypertension ",9,7
Fungal infection,33,35,35,11,12,20,itching +  skin_rash,"Fungal infection, (vertigo) Paroymsal  Positional Vertigo, Hepatitis E",3,7
Allergy,8,33,11,45,12,20, mood_swings +  weight_loss,"Hyperthyroidism, Impetigo, Pneumonia",6,7
GERD,26,1,48,44,4,3, vomiting +  indigestion,"Peptic ulcer diseae, Chicken pox, Hypertension ",0,7
Chronic cholestasis,33,42,53,29,21,0, fatigue +  cramps,"Varicose veins, Common Cold, Chicken pox",7,7
Drug Reaction,33,35,44,5,28,20, skin_rash +  pus_filled_pimples,"Acne, Jaundice, Malaria",2,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  headache,"Paralysis (brain hemorrhage), Migraine, Alcoholic hepatitis",3,7
AIDS,17,30,24,15,12,20,itching +  skin_rash,"Drug Reaction, Peptic ulcer diseae, Typhoid",0,7
Diabetes ,11,46,39,24,17,1, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",6,7
Gastroenteritis,28,38,16,10,12,20, fatigue +  cough,"Bronchial Asthma, Tuberculosis, Urinary tract infection",8,7
Bronchial Asthma,11,11,24,4,10,19, joint_pain +  vomiting,"hepatitis A, Typhoid, Chicken pox",4,7
Hypertension ,12,8,19,26,19,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Allergy, Malaria",1,7
Migraine,0,19,23,3,9,25, acidity +  indigestion,"Migraine, Drug Reaction, Hepatitis E",5,7
Cervical spondylosis,1,43,34,13,22,20, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hepatitis D, Common Cold",4,7
Paralysis (brain hemorrhage),28,17,51,1,12,20,itching +  skin_rash,"Fungal infection, Dimorphic hemmorhoids(piles), Chicken pox",3,7
Jaundice,33,42,21,46,13,31, vomiting +  yellowish_skin,"Alcoholic hepatitis, hepatitis A, Hepatitis C",1,7
Malaria,6,42,24,40,12,20,itching +  skin_rash,"Chicken pox, Arthritis, Hepatitis B",8,7
Chicken pox,33,35,21,24,13,12,itching +  vomiting,"Jaundice, Urinary tract infection, Alcoholic hepatitis",6,7
Dengue,24,9,26,44,11,13, skin_rash +  chills,"Dengue, Malaria",5,7
Typhoid,6,42,21,19,12,20, fatigue +  lethargy,"Hepatitis B, Heart attack, Hypoglycemia",6,7
hepatitis A,15,42,53,9,24,17, continuous_sneezing +  chills,"Common Cold, Gastroenteritis, Hepatitis B",6,7
Hepatitis B,33,15,28,49,5,17, fatigue +  cramps,"Varicose veins, Chicken pox",3,7
Hepatitis C,11,47,33,25,36,9, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Drug Reaction, Hypertension ",0,7
Hepatitis D,15,42,21,49,5,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Bronchial Asthma, Common Cold",4,7
Hepatitis E,15,42,21,19,37,5, vomiting +  loss_of_appetite,"Peptic ulcer diseae, Hyperthyroidism, Dimorphic hemmorhoids(piles)",3,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  vomiting,"Chronic cholestasis, Tuberculosis, hepatitis A",2,7
Tuberculosis,6,42,21,46,4,13,itching +  skin_rash,"Chicken pox, Varicose veins, AIDS",7,7
Common Cold,8,9,21,8,13,12, weight_gain +  cold_hands_and_feets,"Hypothyroidism, Typhoid, Bronchial Asthma",1,7
Pneumonia,6,15,14,19,2,26, vomiting +  yellowish_skin,"Alcoholic hepatitis, Typhoid, Migraine",8,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, vomiting +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Cervical spondylosis, Paralysis (brain hemorrhage)",5,7
Heart attack,28,6,45,6,12,20, chills +  vomiting,"Typhoid, Migraine, GERD",6,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"hepatitis A, Chronic cholestasis, Dengue",2,7
Hypothyroidism,11,45,12,27,20,8, fatigue +  mood_swings,"Hyperthyroidism, (vertigo) Paroymsal  Positional Vertigo, Alcoholic hepatitis",0,7
Hyperthyroidism,11,24,52,34,30,7, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, GERD, Hypothyroidism",5,7
Hypoglycemia,28,15,2,40,12,20, fatigue +  lethargy,"Hepatitis B, GERD, Allergy",4,7
Osteoarthristis,15,26,27,20,31,22, fatigue +  mood_swings,"Hyperthyroidism, Chronic cholestasis, Impetigo",6,7
Arthritis,18,36,46,28,25,20, continuous_sneezing +  chills,"Common Cold, Heart attack, GERD",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, vomiting +  indigestion,"Peptic ulcer diseae, Arthritis, Varicose veins",5,7
Acne,24,31,3,35,12,20,itching +  vomiting,"Chronic cholestasis, Hepatitis E, Heart attack",4,7
Urinary tract infection,4,4,22,7,12,20,itching +  vomiting,"Jaundice, Hyperthyroidism, GERD",7,7
Psoriasis,24,20,42,36,27,15, skin_rash +  joint_pain,"Psoriasis, Diabetes , AIDS",6,7
