symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Chest Pain,Any associated symptoms present (Variant 3045)?,Associated Symptom,Yes/No,Low,General,Yes
Chest Pain,Triggered by activity (Variant 3046)?,Trigger,Yes/No,Medium,Respiratory,No
Chest Pain,Localized or widespread (Variant 3047)?,Location,Localized/Diffuse,High,Cardiac,Yes
Chest Pain,Constant or intermittent (Variant 3048)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chest Pain,Does it affect daily activities (Variant 3049)?,Impact,Yes/No,Medium,GI,Yes
Chest Pain,Any emergency warning signs (Variant 3050)?,Emergency Flag,Yes/No,High,Endocrine,No
Headache,Since how many days (Variant 3051)?,Duration,Numeric,Low,MSK,Yes
Headache,"Mild, moderate or severe (Variant 3052)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Headache,How frequently does it occur (Variant 3053)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Headache,When did it start worsening (Variant 3054)?,Progression,Numeric,Low,General,No
Headache,Any associated symptoms present (Variant 3055)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Headache,Triggered by activity (Variant 3056)?,Trigger,Yes/No,High,Cardiac,No
Headache,Localized or widespread (Variant 3057)?,Location,Localized/Diffuse,Low,Neurology,Yes
Headache,Constant or intermittent (Variant 3058)?,Pattern,Constant/Intermittent,Medium,GI,No
Headache,Does it affect daily activities (Variant 3059)?,Impact,Yes/No,High,Endocrine,Yes
Headache,Any emergency warning signs (Variant 3060)?,Emergency Flag,Yes/No,Low,MSK,No
Dizziness,Since how many days (Variant 3061)?,Duration,Numeric,Medium,Dermatology,Yes
Dizziness,"Mild, moderate or severe (Variant 3062)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Dizziness,How frequently does it occur (Variant 3063)?,Frequency,Occasional/Frequent,Low,General,Yes
Dizziness,When did it start worsening (Variant 3064)?,Progression,Numeric,Medium,Respiratory,No
Dizziness,Any associated symptoms present (Variant 3065)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Dizziness,Triggered by activity (Variant 3066)?,Trigger,Yes/No,Low,Neurology,No
Dizziness,Localized or widespread (Variant 3067)?,Location,Localized/Diffuse,Medium,GI,Yes
Dizziness,Constant or intermittent (Variant 3068)?,Pattern,Constant/Intermittent,High,Endocrine,No
Dizziness,Does it affect daily activities (Variant 3069)?,Impact,Yes/No,Low,MSK,Yes
Dizziness,Any emergency warning signs (Variant 3070)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Nausea,Since how many days (Variant 3071)?,Duration,Numeric,High,Emergency,Yes
Nausea,"Mild, moderate or severe (Variant 3072)?",Severity,Mild/Moderate/Severe,Low,General,No
Nausea,How frequently does it occur (Variant 3073)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Nausea,When did it start worsening (Variant 3074)?,Progression,Numeric,High,Cardiac,No
Nausea,Any associated symptoms present (Variant 3075)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Nausea,Triggered by activity (Variant 3076)?,Trigger,Yes/No,Medium,GI,No
Nausea,Localized or widespread (Variant 3077)?,Location,Localized/Diffuse,High,Endocrine,Yes
Nausea,Constant or intermittent (Variant 3078)?,Pattern,Constant/Intermittent,Low,MSK,No
Nausea,Does it affect daily activities (Variant 3079)?,Impact,Yes/No,Medium,Dermatology,Yes
Nausea,Any emergency warning signs (Variant 3080)?,Emergency Flag,Yes/No,High,Emergency,No
Vomiting,Since how many days (Variant 3081)?,Duration,Numeric,Low,General,Yes
Vomiting,"Mild, moderate or severe (Variant 3082)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Vomiting,How frequently does it occur (Variant 3083)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Vomiting,When did it start worsening (Variant 3084)?,Progression,Numeric,Low,Neurology,No
Vomiting,Any associated symptoms present (Variant 3085)?,Associated Symptom,Yes/No,Medium,GI,Yes
Vomiting,Triggered by activity (Variant 3086)?,Trigger,Yes/No,High,Endocrine,No
Vomiting,Localized or widespread (Variant 3087)?,Location,Localized/Diffuse,Low,MSK,Yes
Vomiting,Constant or intermittent (Variant 3088)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Vomiting,Does it affect daily activities (Variant 3089)?,Impact,Yes/No,High,Emergency,Yes
Vomiting,Any emergency warning signs (Variant 3090)?,Emergency Flag,Yes/No,Low,General,No
Diarrhea,Since how many days (Variant 3091)?,Duration,Numeric,Medium,Respiratory,Yes
Diarrhea,"Mild, moderate or severe (Variant 3092)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Diarrhea,How frequently does it occur (Variant 3093)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Diarrhea,When did it start worsening (Variant 3094)?,Progression,Numeric,Medium,GI,No
Diarrhea,Any associated symptoms present (Variant 3095)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Diarrhea,Triggered by activity (Variant 3096)?,Trigger,Yes/No,Low,MSK,No
Diarrhea,Localized or widespread (Variant 3097)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Diarrhea,Constant or intermittent (Variant 3098)?,Pattern,Constant/Intermittent,High,Emergency,No
Diarrhea,Does it affect daily activities (Variant 3099)?,Impact,Yes/No,Low,General,Yes
Diarrhea,Any emergency warning signs (Variant 3100)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Constipation,Since how many days (Variant 3101)?,Duration,Numeric,High,Cardiac,Yes
Constipation,"Mild, moderate or severe (Variant 3102)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Constipation,How frequently does it occur (Variant 3103)?,Frequency,Occasional/Frequent,Medium,GI,Yes
Constipation,When did it start worsening (Variant 3104)?,Progression,Numeric,High,Endocrine,No
Constipation,Any associated symptoms present (Variant 3105)?,Associated Symptom,Yes/No,Low,MSK,Yes
Constipation,Triggered by activity (Variant 3106)?,Trigger,Yes/No,Medium,Dermatology,No
Constipation,Localized or widespread (Variant 3107)?,Location,Localized/Diffuse,High,Emergency,Yes
Constipation,Constant or intermittent (Variant 3108)?,Pattern,Constant/Intermittent,Low,General,No
Constipation,Does it affect daily activities (Variant 3109)?,Impact,Yes/No,Medium,Respiratory,Yes
Constipation,Any emergency warning signs (Variant 3110)?,Emergency Flag,Yes/No,High,Cardiac,No
Abdominal Pain,Since how many days (Variant 3111)?,Duration,Numeric,Low,Neurology,Yes
Abdominal Pain,"Mild, moderate or severe (Variant 3112)?",Severity,Mild/Moderate/Severe,Medium,GI,No
Abdominal Pain,How frequently does it occur (Variant 3113)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Abdominal Pain,When did it start worsening (Variant 3114)?,Progression,Numeric,Low,MSK,No
Abdominal Pain,Any associated symptoms present (Variant 3115)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Abdominal Pain,Triggered by activity (Variant 3116)?,Trigger,Yes/No,High,Emergency,No
Abdominal Pain,Localized or widespread (Variant 3117)?,Location,Localized/Diffuse,Low,General,Yes
Abdominal Pain,Constant or intermittent (Variant 3118)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Abdominal Pain,Does it affect daily activities (Variant 3119)?,Impact,Yes/No,High,Cardiac,Yes
Abdominal Pain,Any emergency warning signs (Variant 3120)?,Emergency Flag,Yes/No,Low,Neurology,No
Back Pain,Since how many days (Variant 3121)?,Duration,Numeric,Medium,GI,Yes
Back Pain,"Mild, moderate or severe (Variant 3122)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Back Pain,How frequently does it occur (Variant 3123)?,Frequency,Occasional/Frequent,Low,MSK,Yes
Back Pain,When did it start worsening (Variant 3124)?,Progression,Numeric,Medium,Dermatology,No
Back Pain,Any associated symptoms present (Variant 3125)?,Associated Symptom,Yes/No,High,Emergency,Yes
Back Pain,Triggered by activity (Variant 3126)?,Trigger,Yes/No,Low,General,No
Back Pain,Localized or widespread (Variant 3127)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Back Pain,Constant or intermittent (Variant 3128)?,Pattern,Constant/Intermittent,High,Cardiac,No
Back Pain,Does it affect daily activities (Variant 3129)?,Impact,Yes/No,Low,Neurology,Yes
Back Pain,Any emergency warning signs (Variant 3130)?,Emergency Flag,Yes/No,Medium,GI,No
Joint Pain,Since how many days (Variant 3131)?,Duration,Numeric,High,Endocrine,Yes
Joint Pain,"Mild, moderate or severe (Variant 3132)?",Severity,Mild/Moderate/Severe,Low,MSK,No
Joint Pain,How frequently does it occur (Variant 3133)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Joint Pain,When did it start worsening (Variant 3134)?,Progression,Numeric,High,Emergency,No
Joint Pain,Any associated symptoms present (Variant 3135)?,Associated Symptom,Yes/No,Low,General,Yes
Joint Pain,Triggered by activity (Variant 3136)?,Trigger,Yes/No,Medium,Respiratory,No
Joint Pain,Localized or widespread (Variant 3137)?,Location,Localized/Diffuse,High,Cardiac,Yes
Joint Pain,Constant or intermittent (Variant 3138)?,Pattern,Constant/Intermittent,Low,Neurology,No
Joint Pain,Does it affect daily activities (Variant 3139)?,Impact,Yes/No,Medium,GI,Yes
Joint Pain,Any emergency warning signs (Variant 3140)?,Emergency Flag,Yes/No,High,Endocrine,No
Muscle Pain,Since how many days (Variant 3141)?,Duration,Numeric,Low,MSK,Yes
Muscle Pain,"Mild, moderate or severe (Variant 3142)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Muscle Pain,How frequently does it occur (Variant 3143)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Muscle Pain,When did it start worsening (Variant 3144)?,Progression,Numeric,Low,General,No
Muscle Pain,Any associated symptoms present (Variant 3145)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Muscle Pain,Triggered by activity (Variant 3146)?,Trigger,Yes/No,High,Cardiac,No
Muscle Pain,Localized or widespread (Variant 3147)?,Location,Localized/Diffuse,Low,Neurology,Yes
Muscle Pain,Constant or intermittent (Variant 3148)?,Pattern,Constant/Intermittent,Medium,GI,No
Muscle Pain,Does it affect daily activities (Variant 3149)?,Impact,Yes/No,High,Endocrine,Yes
Muscle Pain,Any emergency warning signs (Variant 3150)?,Emergency Flag,Yes/No,Low,MSK,No
Palpitations,Since how many days (Variant 3151)?,Duration,Numeric,Medium,Dermatology,Yes
Palpitations,"Mild, moderate or severe (Variant 3152)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Palpitations,How frequently does it occur (Variant 3153)?,Frequency,Occasional/Frequent,Low,General,Yes
Palpitations,When did it start worsening (Variant 3154)?,Progression,Numeric,Medium,Respiratory,No
Palpitations,Any associated symptoms present (Variant 3155)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Palpitations,Triggered by activity (Variant 3156)?,Trigger,Yes/No,Low,Neurology,No
Palpitations,Localized or widespread (Variant 3157)?,Location,Localized/Diffuse,Medium,GI,Yes
Palpitations,Constant or intermittent (Variant 3158)?,Pattern,Constant/Intermittent,High,Endocrine,No
Palpitations,Does it affect daily activities (Variant 3159)?,Impact,Yes/No,Low,MSK,Yes
Palpitations,Any emergency warning signs (Variant 3160)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Leg Swelling,Since how many days (Variant 3161)?,Duration,Numeric,High,Emergency,Yes
Leg Swelling,"Mild, moderate or severe (Variant 3162)?",Severity,Mild/Moderate/Severe,Low,General,No
Leg Swelling,How frequently does it occur (Variant 3163)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Leg Swelling,When did it start worsening (Variant 3164)?,Progression,Numeric,High,Cardiac,No
Leg Swelling,Any associated symptoms present (Variant 3165)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Leg Swelling,Triggered by activity (Variant 3166)?,Trigger,Yes/No,Medium,GI,No
Leg Swelling,Localized or widespread (Variant 3167)?,Location,Localized/Diffuse,High,Endocrine,Yes
Leg Swelling,Constant or intermittent (Variant 3168)?,Pattern,Constant/Intermittent,Low,MSK,No
Leg Swelling,Does it affect daily activities (Variant 3169)?,Impact,Yes/No,Medium,Dermatology,Yes
Leg Swelling,Any emergency warning signs (Variant 3170)?,Emergency Flag,Yes/No,High,Emergency,No
Syncope,Since how many days (Variant 3171)?,Duration,Numeric,Low,General,Yes
Syncope,"Mild, moderate or severe (Variant 3172)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Syncope,How frequently does it occur (Variant 3173)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Syncope,When did it start worsening (Variant 3174)?,Progression,Numeric,Low,Neurology,No
Syncope,Any associated symptoms present (Variant 3175)?,Associated Symptom,Yes/No,Medium,GI,Yes
Syncope,Triggered by activity (Variant 3176)?,Trigger,Yes/No,High,Endocrine,No
Syncope,Localized or widespread (Variant 3177)?,Location,Localized/Diffuse,Low,MSK,Yes
Syncope,Constant or intermittent (Variant 3178)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Syncope,Does it affect daily activities (Variant 3179)?,Impact,Yes/No,High,Emergency,Yes
Syncope,Any emergency warning signs (Variant 3180)?,Emergency Flag,Yes/No,Low,General,No
Wheezing,Since how many days (Variant 3181)?,Duration,Numeric,Medium,Respiratory,Yes
Wheezing,"Mild, moderate or severe (Variant 3182)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Wheezing,How frequently does it occur (Variant 3183)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Wheezing,When did it start worsening (Variant 3184)?,Progression,Numeric,Medium,GI,No
Wheezing,Any associated symptoms present (Variant 3185)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Wheezing,Triggered by activity (Variant 3186)?,Trigger,Yes/No,Low,MSK,No
Wheezing,Localized or widespread (Variant 3187)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Wheezing,Constant or intermittent (Variant 3188)?,Pattern,Constant/Intermittent,High,Emergency,No
Wheezing,Does it affect daily activities (Variant 3189)?,Impact,Yes/No,Low,General,Yes
Wheezing,Any emergency warning signs (Variant 3190)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Sore Throat,Since how many days (Variant 3191)?,Duration,Numeric,High,Cardiac,Yes
Sore Throat,"Mild, moderate or severe (Variant 3192)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Sore Throat,How frequently does it occur (Variant 3193)?,Frequency,Occasional/Frequent,Medium,GI,Yes
Sore Throat,When did it start worsening (Variant 3194)?,Progression,Numeric,High,Endocrine,No
Sore Throat,Any associated symptoms present (Variant 3195)?,Associated Symptom,Yes/No,Low,MSK,Yes
Sore Throat,Triggered by activity (Variant 3196)?,Trigger,Yes/No,Medium,Dermatology,No
Sore Throat,Localized or widespread (Variant 3197)?,Location,Localized/Diffuse,High,Emergency,Yes
Sore Throat,Constant or intermittent (Variant 3198)?,Pattern,Constant/Intermittent,Low,General,No
Sore Throat,Does it affect daily activities (Variant 3199)?,Impact,Yes/No,Medium,Respiratory,Yes
Sore Throat,Any emergency warning signs (Variant 3200)?,Emergency Flag,Yes/No,High,Cardiac,No
Runny Nose,Since how many days (Variant 3201)?,Duration,Numeric,Low,Neurology,Yes
Runny Nose,"Mild, moderate or severe (Variant 3202)?",Severity,Mild/Moderate/Severe,Medium,GI,No
Runny Nose,How frequently does it occur (Variant 3203)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Runny Nose,When did it start worsening (Variant 3204)?,Progression,Numeric,Low,MSK,No
Runny Nose,Any associated symptoms present (Variant 3205)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Runny Nose,Triggered by activity (Variant 3206)?,Trigger,Yes/No,High,Emergency,No
Runny Nose,Localized or widespread (Variant 3207)?,Location,Localized/Diffuse,Low,General,Yes
Runny Nose,Constant or intermittent (Variant 3208)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Runny Nose,Does it affect daily activities (Variant 3209)?,Impact,Yes/No,High,Cardiac,Yes
Runny Nose,Any emergency warning signs (Variant 3210)?,Emergency Flag,Yes/No,Low,Neurology,No
Nasal Congestion,Since how many days (Variant 3211)?,Duration,Numeric,Medium,GI,Yes
Nasal Congestion,"Mild, moderate or severe (Variant 3212)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Nasal Congestion,How frequently does it occur (Variant 3213)?,Frequency,Occasional/Frequent,Low,MSK,Yes
Nasal Congestion,When did it start worsening (Variant 3214)?,Progression,Numeric,Medium,Dermatology,No
Nasal Congestion,Any associated symptoms present (Variant 3215)?,Associated Symptom,Yes/No,High,Emergency,Yes
Nasal Congestion,Triggered by activity (Variant 3216)?,Trigger,Yes/No,Low,General,No
Nasal Congestion,Localized or widespread (Variant 3217)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Nasal Congestion,Constant or intermittent (Variant 3218)?,Pattern,Constant/Intermittent,High,Cardiac,No
Nasal Congestion,Does it affect daily activities (Variant 3219)?,Impact,Yes/No,Low,Neurology,Yes
Nasal Congestion,Any emergency warning signs (Variant 3220)?,Emergency Flag,Yes/No,Medium,GI,No
Chills,Since how many days (Variant 3221)?,Duration,Numeric,High,Endocrine,Yes
Chills,"Mild, moderate or severe (Variant 3222)?",Severity,Mild/Moderate/Severe,Low,MSK,No
Chills,How frequently does it occur (Variant 3223)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Chills,When did it start worsening (Variant 3224)?,Progression,Numeric,High,Emergency,No
Chills,Any associated symptoms present (Variant 3225)?,Associated Symptom,Yes/No,Low,General,Yes
Chills,Triggered by activity (Variant 3226)?,Trigger,Yes/No,Medium,Respiratory,No
Chills,Localized or widespread (Variant 3227)?,Location,Localized/Diffuse,High,Cardiac,Yes
Chills,Constant or intermittent (Variant 3228)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chills,Does it affect daily activities (Variant 3229)?,Impact,Yes/No,Medium,GI,Yes
Chills,Any emergency warning signs (Variant 3230)?,Emergency Flag,Yes/No,High,Endocrine,No
Night Sweats,Since how many days (Variant 3231)?,Duration,Numeric,Low,MSK,Yes
Night Sweats,"Mild, moderate or severe (Variant 3232)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Night Sweats,How frequently does it occur (Variant 3233)?,Frequency,Occasional/Frequent,High,Emergency,Yes
