disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Idiopathic Musculoskeletal Failure 494,Idiopathic Musculoskeletal Failure 494 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Musculoskeletal Failure 495,Primary Musculoskeletal Failure 495 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Musculoskeletal Failure 496,Secondary Musculoskeletal Failure 496 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Musculoskeletal Failure 497,Progressive Musculoskeletal Failure 497 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Musculoskeletal Failure 498,Congenital Musculoskeletal Failure 498 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Musculoskeletal Failure 499,Inflammatory Musculoskeletal Failure 499 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Musculoskeletal Failure 500,Metabolic Musculoskeletal Failure 500 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Respiratory Infection 501,Acute Respiratory Infection 501 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Respiratory Infection 502,Chronic Respiratory Infection 502 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Respiratory Infection 503,Autoimmune Respiratory Infection 503 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
Idiopathic Respiratory Infection 504,Idiopathic Respiratory Infection 504 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Common,Specialist Referral
Primary Respiratory Infection 505,Primary Respiratory Infection 505 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Uncommon,Medication
Secondary Respiratory Infection 506,Secondary Respiratory Infection 506 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Rare,Lifestyle
Progressive Respiratory Infection 507,Progressive Respiratory Infection 507 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Common,Diagnostics
Congenital Respiratory Infection 508,Congenital Respiratory Infection 508 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Uncommon,Specialist Referral
Inflammatory Respiratory Infection 509,Inflammatory Respiratory Infection 509 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Rare,Medication
Metabolic Respiratory Infection 510,Metabolic Respiratory Infection 510 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Common,Lifestyle
Acute Cardiac Infection 511,Acute Cardiac Infection 511 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Uncommon,Diagnostics
Chronic Cardiac Infection 512,Chronic Cardiac Infection 512 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Rare,Specialist Referral
Autoimmune Cardiac Infection 513,Autoimmune Cardiac Infection 513 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Common,Medication
Idiopathic Cardiac Infection 514,Idiopathic Cardiac Infection 514 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Cardiac Infection 515,Primary Cardiac Infection 515 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Cardiac Infection 516,Secondary Cardiac Infection 516 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Cardiac Infection 517,Progressive Cardiac Infection 517 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Cardiac Infection 518,Congenital Cardiac Infection 518 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Cardiac Infection 519,Inflammatory Cardiac Infection 519 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Cardiac Infection 520,Metabolic Cardiac Infection 520 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Neurological Infection 521,Acute Neurological Infection 521 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Neurological Infection 522,Chronic Neurological Infection 522 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Neurological Infection 523,Autoimmune Neurological Infection 523 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Neurological Infection 524,Idiopathic Neurological Infection 524 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Neurological Infection 525,Primary Neurological Infection 525 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
